date,eq_net,eq_gross
2015-08-23,0.9999999434843492,0.9999999445736983
2015-08-24,0.9999999434843492,0.9999999445736983
2015-08-25,0.9999999434843492,0.9999999445736983
2015-08-26,0.9999999434843492,0.9999999445736983
2015-08-27,0.9999999434843492,0.9999999445736983
2015-08-30,0.9999999434843492,0.9999999445736983
2015-08-31,0.9999999434843492,0.9999999445736983
2015-09-01,0.9999999434843492,0.9999999445736983
2015-09-02,0.9999999434843492,0.9999999445736983
2015-09-03,0.9999999434843492,0.9999999445736983
2015-09-06,0.9999999434843492,0.9999999445736983
2015-09-08,0.9999999434843492,0.9999999445736983
2015-09-09,0.9999999434843492,0.9999999445736983
2015-09-10,0.9999999434843492,0.9999999445736983
2015-09-13,0.9999999434843492,0.9999999445736983
2015-09-14,0.9999999434843492,0.9999999445736983
2015-09-15,0.9999999434843492,0.9999999445736983
2015-09-16,0.9999999434843492,0.9999999445736983
2015-09-17,0.9999999434843492,0.9999999445736983
2015-09-20,0.9999999434843492,0.9999999445736983
2015-09-21,0.9999999434843492,0.9999999445736983
2015-09-22,0.9999999434843492,0.9999999445736983
2015-09-23,0.9999999434843492,0.9999999445736983
2015-09-24,0.9999999433600343,0.9999999445736983
2015-09-27,0.9999999271515986,0.999999928373883
2015-09-28,0.9999999217446882,0.999999923079608
2015-09-29,0.9999999217446882,0.999999923079608
2015-09-30,0.9999999217446882,0.999999923079608
2015-10-01,0.9999999217446882,0.999999923079608
2015-10-04,0.9999999216282347,0.999999923079608
2015-10-05,0.999999931369301,0.9999999328239466
2015-10-06,0.9999999339738604,0.9999999354396931
2015-10-07,0.9999999284230031,0.9999999298934305
2015-10-08,0.999999943718532,0.9999999451930389
2015-10-11,0.9999999545278069,0.9999999560155575
2015-10-12,0.9999999557724243,0.9999999572706233
2015-10-13,0.9999999775043775,0.9999999790052267
2015-10-14,0.9999999892063658,0.9999999907197499
2015-10-15,0.999999981951786,0.9999999834738269
2015-10-18,0.9999999639388405,0.9999999654663335
2015-10-19,0.9999999719209183,0.9999999734656521
2015-10-20,0.9999999562033282,0.9999999577553156
2015-10-21,0.9999999545802477,0.9999999561496526
2015-10-22,0.9999999498972562,0.9999999514674538
2015-10-25,0.9999999547645136,0.9999999563373774
2015-10-26,0.9999999541984667,0.9999999557785055
2015-10-27,0.9999999694249883,0.9999999710069836
2015-10-28,0.9999999265501415,0.9999999281453608
2015-10-29,0.9999999164921375,0.9999999182748969
2015-11-01,0.9999999164921375,0.9999999182748969
2015-11-02,0.9999999164921375,0.9999999182748969
2015-11-03,0.9999999164921375,0.9999999182748969
2015-11-04,0.9999999164921375,0.9999999182748969
2015-11-05,0.9999999164921375,0.9999999182748969
2015-11-08,0.9999999164921375,0.9999999182748969
2015-11-09,0.9999999164921375,0.9999999182748969
2015-11-10,0.9999999164921375,0.9999999182748969
2015-11-11,0.9999999164921375,0.9999999182748969
2015-11-12,0.9999999164921375,0.9999999182748969
2015-11-15,0.9999999164921375,0.9999999182748969
2015-11-16,0.9999999164921375,0.9999999182748969
2015-11-17,0.9999999164921375,0.9999999182748969
2015-11-18,0.9999999164921375,0.9999999182748969
2015-11-19,0.9999999164921375,0.9999999182748969
2015-11-22,0.9999999164921375,0.9999999182748969
2015-11-23,0.9999999164921375,0.9999999182748969
2015-11-24,0.9999999164921375,0.9999999182748969
2015-11-25,0.9999999164921375,0.9999999182748969
2015-11-29,0.9999999164921375,0.9999999182748969
2015-11-30,0.9999999164921375,0.9999999182748969
2015-12-01,0.9999999164921375,0.9999999182748969
2015-12-02,0.9999999164921375,0.9999999182748969
2015-12-03,0.9999999164921375,0.9999999182748969
2015-12-06,0.9999999164921375,0.9999999182748969
2015-12-07,0.9999999164921375,0.9999999182748969
2015-12-08,0.9999999164921375,0.9999999182748969
2015-12-09,0.9999999164921375,0.9999999182748969
2015-12-10,0.9999999164921375,0.9999999182748969
2015-12-13,0.9999999164921375,0.9999999182748969
2015-12-14,0.9999999164921375,0.9999999182748969
2015-12-15,0.9999999164921375,0.9999999182748969
2015-12-16,0.9999999164921375,0.9999999182748969
2015-12-17,0.9999999164921375,0.9999999182748969
2015-12-20,0.9999999164921375,0.9999999182748969
2015-12-21,0.9999999164921375,0.9999999182748969
2015-12-22,0.9999999164921375,0.9999999182748969
2015-12-23,0.9999999164921375,0.9999999182748969
2015-12-27,0.9999999164921375,0.9999999182748969
2015-12-28,0.9999999164921375,0.9999999182748969
2015-12-29,0.9999999164921375,0.9999999182748969
2015-12-30,0.9999999164921375,0.9999999182748969
2016-01-03,0.9999999164921375,0.9999999182748969
2016-01-04,0.9999999164921375,0.9999999182748969
2016-01-05,0.9999999164921375,0.9999999182748969
2016-01-06,0.9999999164921375,0.9999999182748969
2016-01-07,0.9999999164921375,0.9999999182748969
2016-01-10,0.9999999164921375,0.9999999182748969
2016-01-11,0.9999999164921375,0.9999999182748969
2016-01-12,0.9999999164921375,0.9999999182748969
2016-01-13,0.9999999164921375,0.9999999182748969
2016-01-14,0.9999999164921375,0.9999999182748969
2016-01-17,0.9999999164921375,0.9999999182748969
2016-01-19,0.9999999164921375,0.9999999182748969
2016-01-20,0.9999999164001047,0.9999999182748969
2016-01-21,0.9999999146282151,0.9999999165096761
2016-01-24,0.9999999222830082,0.9999999241647005
2016-01-25,0.9999999348014204,0.9999999366910215
2016-01-26,0.9999999307355836,0.9999999326347404
2016-01-27,0.99999993104346,0.9999999329457427
2016-01-28,0.9999999313416545,0.9999999332453238
2016-01-31,0.9999999431188454,0.9999999450239813
2016-02-01,0.9999999422921697,0.9999999442057338
2016-02-02,0.9999999558880025,0.9999999578018046
2016-02-03,0.9999999713564428,0.9999999732773472
2016-02-04,0.999999971554601,0.9999999734818534
2016-02-07,1.0000000155612379,1.0000000174889767
2016-02-08,1.000000016302041,1.0000000182335205
2016-02-09,1.00000001221748,1.0000000141490613
2016-02-10,1.000000066784226,1.0000000687184536
2016-02-11,1.0000000587739195,1.0000000607110366
2016-02-14,1.0000000298094898,1.000000031751235
2016-02-16,1.000000032593998,1.0000000346346691
2016-02-17,1.0000000325187925,1.0000000346346691
2016-02-18,1.0000000356339978,1.0000000377550164
2016-02-21,1.0000000201816057,1.0000000223043255
2016-02-22,1.0000000298998188,1.0000000320346343
2016-02-23,1.0000000405116078,1.0000000426513336
2016-02-24,1.000000040299538,1.0000000424450464
2016-02-25,1.0000000265069557,1.000000028652594
2016-02-28,1.0000000371275768,1.0000000392840285
2016-02-29,1.0000000348262288,1.0000000369883
2016-03-01,1.000000042525577,1.0000000446891368
2016-03-02,1.000000053630595,1.0000000557988875
2016-03-03,1.0000000602484815,1.0000000624211582
2016-03-06,1.0000000564215512,1.0000000585976638
2016-03-07,1.0000000557476005,1.0000000579263568
2016-03-08,1.0000000525438786,1.0000000547229306
2016-03-09,1.000000061499845,1.0000000636809705
2016-03-10,1.0000000540925862,1.0000000562781715
2016-03-13,1.000000045425951,1.0000000476178332
2016-03-14,1.0000000377232467,1.0000000399217244
2016-03-15,1.0000000370948532,1.0000000393439463
2016-03-16,1.0000000370514956,1.0000000393439463
2016-03-17,1.0000000326957346,1.000000034995596
2016-03-20,1.0000000277694516,1.0000000300733214
2016-03-21,1.0000000297376312,1.000000032045153
2016-03-22,1.0000000197167205,1.0000000220263925
2016-03-23,1.0000000186166724,1.0000000209718785
2016-03-27,1.0000000186166724,1.0000000209718785
2016-03-28,1.0000000186166724,1.0000000209718785
2016-03-29,1.000000018577031,1.0000000209718785
2016-03-30,1.0000000212713083,1.0000000236684061
2016-03-31,1.0000000169329348,1.0000000193335035
2016-04-03,1.000000015248167,1.0000000176536388
2016-04-04,1.0017058282842275,1.0017150710301912
2016-04-05,1.0007159104536199,1.0007283547488552
2016-04-06,1.0030786318339426,1.0030994635453143
2016-04-07,1.0041869431048054,1.0042079717159251
2016-04-10,1.0066631408456626,1.0066922737031
2016-04-11,1.0071775217032908,1.0072073733588318
2016-04-12,1.0049423262660837,1.0049833919953675
2016-04-13,1.0009481981168955,1.0009893619862191
2016-04-14,1.0002594032246845,1.0024970751521027
2016-04-17,0.9981703722102653,1.0024970751521027
2016-04-18,1.0016004039352344,1.0059540193806662
2016-04-19,1.0016031695438814,1.0059722717393351
2016-04-20,1.0008729661661688,1.0052508836211589
2016-04-21,0.9971849910089403,1.0015574802023448
2016-04-24,0.9990879227211794,1.0034899954658283
2016-04-25,0.9989255317905411,1.0040661308272454
2016-04-26,0.998728026470818,1.004702504800244
2016-04-27,1.0016828139554799,1.0076823984469478
2016-04-28,1.006190075956579,1.0122229587624576
2016-05-01,1.0071094423921796,1.0131887626013099
2016-05-02,1.006426670409584,1.0125112362480067
2016-05-03,1.0064266622516582,1.0125112280418909
2016-05-04,1.0064266612715596,1.0125112270636742
2016-05-05,1.0064266696020197,1.0125112354446588
2016-05-08,1.0064266593025168,1.012511225087696
2016-05-09,1.0064266585083996,1.0125112243015273
2016-05-10,1.0064266617862954,1.0125112275993091
2016-05-11,1.006426660473194,1.0125112262818243
2016-05-12,1.0064266609868007,1.012511226799391
2016-05-15,1.006426661485639,1.0125112273023855
2016-05-16,1.0064266624165044,1.0125112282400481
2016-05-17,1.006426661522378,1.0125112273421055
2016-05-18,1.006426654177738,1.0125112199532929
2016-05-19,1.0064266534198336,1.0125112192307604
2016-05-22,1.0064266534198336,1.0125112192307604
2016-05-23,1.0064266534198336,1.0125112192307604
2016-05-24,1.0064266534198336,1.0125112192307604
2016-05-25,1.0064266534198336,1.0125112192307604
2016-05-26,1.0064266534198336,1.0125112192307604
2016-05-29,1.0064266534198336,1.0125112192307604
2016-05-31,1.0064266534198336,1.0125112192307604
2016-06-01,1.0064266534198336,1.0125112192307604
2016-06-02,1.0064266534198336,1.0125112192307604
2016-06-05,1.0064266534198336,1.0125112192307604
2016-06-06,1.0064266533867297,1.0125112192307604
2016-06-07,1.0064266583021535,1.0125112241766094
2016-06-08,1.0064266616788853,1.0125112275787869
2016-06-09,1.0064266628745342,1.012511228785394
2016-06-12,1.0064266674145823,1.0125112333545985
2016-06-13,1.006426667923843,1.0125112338706117
2016-06-14,1.0064266680159226,1.0125112339641984
2016-06-15,1.0064266728147768,1.0125112387926853
2016-06-16,1.0064266710901453,1.012511237061089
2016-06-19,1.0064266696980193,1.0125112356616148
2016-06-20,1.006426659800646,1.0125112257049962
2016-06-21,1.0064266585230028,1.012511224431644
2016-06-22,1.006426655856544,1.0125112217492374
2016-06-23,1.006426678741817,1.0125112448141023
2016-06-26,1.006426678702498,1.0125112448141023
2016-06-27,1.00642667628941,1.012511242387158
2016-06-28,1.0064266795661523,1.012511245685358
2016-06-29,1.0064266773910466,1.0125112434994472
2016-06-30,1.0064266842072553,1.012511250358412
2016-07-03,1.0091741906603957,1.015276179209315
2016-07-05,1.0103237874898818,1.016434337111424
2016-07-06,1.0096422802248648,1.0157549148351517
2016-07-07,1.0091207036906353,1.0152385456577613
2016-07-10,1.008854103525422,1.01497956511644
2016-07-11,1.0057036620720794,1.0118202189939032
2016-07-12,1.0069739579950172,1.013105740802558
2016-07-13,1.0052639403004195,1.0113917078517758
2016-07-14,1.0045221277469663,1.0106487327686593
2016-07-17,1.0029158034079442,1.0109478646784598
2016-07-18,1.0008423363540155,1.0109478646784598
2016-07-19,0.9986908602176078,1.0087858995904606
2016-07-20,1.0006895831653868,1.0108054241779423
2016-07-21,0.999392848222474,1.009497390965017
2016-07-24,0.9987125507151131,1.0088175265927253
2016-07-25,0.9989308654267067,1.0090495530781531
2016-07-26,0.9999889865763651,1.0101319389506642
2016-07-27,1.0026853334788082,1.0128654770933136
2016-07-28,1.0057726371164897,1.0159873577410714
2016-07-31,1.006155693572453,1.0163815278524035
2016-08-01,1.008508076808356,1.0187716043549049
2016-08-02,1.0070362062101912,1.0172849485733122
2016-08-03,1.0075334294241831,1.0177944294555252
2016-08-04,1.003147272319929,1.0133779338646376
2016-08-07,1.002481160430146,1.0127570932974892
2016-08-08,1.0009967438437917,1.013765201726434
2016-08-09,0.9983093009510516,1.013765201726434
2016-08-10,0.9979318384862224,1.0133933635715924
2016-08-11,0.9965712064043879,1.0120272429274326
2016-08-14,0.9974424635248043,1.012920838038992
2016-08-15,0.9993869231144631,1.01490917285035
2016-08-16,0.9976609062952012,1.0131588866448273
2016-08-17,0.9994652224637922,1.0149968186070268
2016-08-18,0.9970680355021107,1.0125669273447917
2016-08-21,0.9964478826180976,1.0119373698666976
2016-08-22,0.9970288236912744,1.012544386373987
2016-08-23,0.9932801185707827,1.0087551644037152
2016-08-24,0.9885228348603649,1.0075320607856664
2016-08-25,0.9885228348603649,1.0075320607856664
2016-08-28,0.9885228348603649,1.0075320607856664
2016-08-29,0.9885228348603649,1.0075320607856664
2016-08-30,0.9885228348603649,1.0075320607856664
2016-08-31,0.9885228348603649,1.0075320607856664
2016-09-01,0.9885228348603649,1.0075320607856664
2016-09-04,0.9885228348603649,1.0075320607856664
2016-09-06,0.9855771006728548,1.0075320607856664
2016-09-07,0.9840111380679916,1.0059439846084641
2016-09-08,0.982509924317935,1.004416102089366
2016-09-11,0.9805910142422556,1.0024621875192898
2016-09-12,0.9769817270813012,1.002035680514365
2016-09-13,0.9769817270813012,1.002035680514365
2016-09-14,0.9769817270813012,1.002035680514365
2016-09-15,0.9769817270813012,1.002035680514365
2016-09-18,0.9769817270813012,1.002035680514365
2016-09-19,0.9769817270813012,1.002035680514365
2016-09-20,0.9769817270813012,1.002035680514365
2016-09-21,0.9769817270813012,1.002035680514365
2016-09-22,0.9734346917815977,1.002035680514365
2016-09-25,0.9739731824618006,1.0026079719017174
2016-09-26,0.9706942346646132,0.9992523131688492
2016-09-27,0.9690190673843622,0.9975513057362996
2016-09-28,0.965921454916919,0.9981183306214744
2016-09-29,0.965921454916919,0.9981183306214744
2016-10-02,0.965921454916919,0.9981183306214744
2016-10-03,0.965921454916919,0.9981183306214744
2016-10-04,0.965921454916919,0.9981183306214744
2016-10-05,0.965921454916919,0.9981183306214744
2016-10-06,0.965921454916919,0.9981183306214744
2016-10-09,0.965921454916919,0.9981183306214744
2016-10-10,0.965921454916919,0.9981183306214744
2016-10-11,0.965921454916919,0.9981183306214744
2016-10-12,0.965921454916919,0.9981183306214744
2016-10-13,0.965921454916919,0.9981183306214744
2016-10-16,0.965921454916919,0.9981183306214744
2016-10-17,0.965921454916919,0.9981183306214744
2016-10-18,0.965921454916919,0.9981183306214744
2016-10-19,0.965921454916919,0.9981183306214744
2016-10-20,0.965921454916919,0.9981183306214744
2016-10-23,0.965921454916919,0.9981183306214744
2016-10-24,0.965921454916919,0.9981183306214744
2016-10-25,0.965921454916919,0.9981183306214744
2016-10-26,0.965921454916919,0.9981183306214744
2016-10-27,0.965921454916919,0.9981183306214744
2016-10-30,0.965921454916919,0.9981183306214744
2016-10-31,0.965921454916919,0.9981183306214744
2016-11-01,0.965921454916919,0.9981183306214744
2016-11-02,0.965921454916919,0.9981183306214744
2016-11-03,0.965921454916919,0.9981183306214744
2016-11-06,0.965921454916919,0.9981183306214744
2016-11-07,0.965921454916919,0.9981183306214744
2016-11-08,0.965921454916919,0.9981183306214744
2016-11-09,0.965921454916919,0.9981183306214744
2016-11-10,0.965921454916919,0.9981183306214744
2016-11-13,0.965921454916919,0.9981183306214744
2016-11-14,0.965921454916919,0.9981183306214744
2016-11-15,0.965921454916919,0.9981183306214744
2016-11-16,0.965921454916919,0.9981183306214744
2016-11-17,0.965921454916919,0.9981183306214744
2016-11-20,0.965921454916919,0.9981183306214744
2016-11-21,0.965921454916919,0.9981183306214744
2016-11-22,0.965921454916919,0.9981183306214744
2016-11-23,0.965921454916919,0.9981183306214744
2016-11-27,0.965921454916919,0.9981183306214744
2016-11-28,0.965921454916919,0.9981183306214744
2016-11-29,0.965921454916919,0.9981183306214744
2016-11-30,0.965921454916919,0.9981183306214744
2016-12-01,0.965921454916919,0.9981183306214744
2016-12-04,0.965921454916919,0.9981183306214744
2016-12-05,0.965921454916919,0.9981183306214744
2016-12-06,0.965921454916919,0.9981183306214744
2016-12-07,0.965921454916919,0.9981183306214744
2016-12-08,0.965921454916919,0.9981183306214744
2016-12-11,0.965921454916919,0.9981183306214744
2016-12-12,0.965921454916919,0.9981183306214744
2016-12-13,0.965921454916919,0.9981183306214744
2016-12-14,0.965921454916919,0.9981183306214744
2016-12-15,0.965921454916919,0.9981183306214744
2016-12-18,0.965921454916919,0.9981183306214744
2016-12-19,0.965921454916919,0.9981183306214744
2016-12-20,0.965921454916919,0.9981183306214744
2016-12-21,0.965921454916919,0.9981183306214744
2016-12-22,0.965921454916919,0.9981183306214744
2016-12-26,0.965921454916919,0.9981183306214744
2016-12-27,0.965921454916919,0.9981183306214744
2016-12-28,0.965921454916919,0.9981183306214744
2016-12-29,0.965921454916919,0.9981183306214744
2017-01-02,0.965921454916919,0.9981183306214744
2017-01-03,0.965921454916919,0.9981183306214744
2017-01-04,0.965921454916919,0.9981183306214744
2017-01-05,0.965921454916919,0.9981183306214744
2017-01-08,0.965921454916919,0.9981183306214744
2017-01-09,0.965921454916919,0.9981183306214744
2017-01-10,0.965921454916919,0.9981183306214744
2017-01-11,0.965921454916919,0.9981183306214744
2017-01-12,0.965921454916919,0.9981183306214744
2017-01-15,0.965921454916919,0.9981183306214744
2017-01-17,0.965921454916919,0.9981183306214744
2017-01-18,0.965921454916919,0.9981183306214744
2017-01-19,0.965921454916919,0.9981183306214744
2017-01-22,0.965921454916919,0.9981183306214744
2017-01-23,0.965921454916919,0.9981183306214744
2017-01-24,0.965921454916919,0.9981183306214744
2017-01-25,0.965921454916919,0.9981183306214744
2017-01-26,0.965921454916919,0.9981183306214744
2017-01-29,0.965921454916919,0.9981183306214744
2017-01-30,0.965921454916919,0.9981183306214744
2017-01-31,0.965921454916919,0.9981183306214744
2017-02-01,0.965921454916919,0.9981183306214744
2017-02-02,0.9659214548676828,0.9981183306214744
2017-02-05,0.9659214602001256,0.9981183361328557
2017-02-06,0.9659214621188806,0.9981183381192765
2017-02-07,0.9659214638781859,0.9981183399392374
2017-02-08,0.9659214624237343,0.9981183384381312
2017-02-09,0.9659214619200258,0.9981183379185042
2017-02-12,0.9659214563679713,0.9981183321815227
2017-02-13,0.9659214561394669,0.9981183319518061
2017-02-14,0.9659214599059958,0.9981183358444923
2017-02-15,0.9659214640915654,0.9981183401731465
2017-02-16,0.9659214627710894,0.9981183388121537
2017-02-19,0.9659214626574665,0.9981183386954591
2017-02-21,0.9659214595377533,0.9981183354724009
2017-02-22,0.965921469789194,0.9981183460685266
2017-02-23,0.9659214734245825,0.9981183498278373
2017-02-26,0.9659214736982206,0.9981183501135227
2017-02-27,0.965921470840151,0.9981183471609512
2017-02-28,0.9659214685227376,0.9981183447687204
2017-03-01,0.9659214587754171,0.9981183346981366
2017-03-02,0.9659214551302951,0.9981183309935374
2017-03-05,0.9622179557350813,0.9981183309935374
2017-03-06,0.9597533059788158,0.9955831952472503
2017-03-07,0.9579458074939928,0.9937106047156042
2017-03-08,0.9562757427957714,0.9919832541581709
2017-03-09,0.9519209637150714,0.9914743050503946
2017-03-12,0.9519209637150714,0.9914743050503946
2017-03-13,0.9519209637150714,0.9914743050503946
2017-03-14,0.9519209637150714,0.9914743050503946
2017-03-15,0.9519209637150714,0.9914743050503946
2017-03-16,0.9488191361348028,0.9914743050503946
2017-03-19,0.9496746530822371,0.9923839958163652
2017-03-20,0.9525982769972402,0.9954538731999477
2017-03-21,0.9533522674950429,0.9962547437844055
2017-03-22,0.9527529984902171,0.9956447377711137
2017-03-23,0.9530481142319563,0.995971212123077
2017-03-26,0.9548078243466661,0.9978306546262198
2017-03-27,0.9547784044488914,0.9978041381139423
2017-03-28,0.9542698285616255,0.9972951348442285
2017-03-29,0.9527404650265044,0.9957185687194351
2017-03-30,0.9536064278810791,0.9966327426258283
2017-04-02,0.9543643517656509,0.9974442166560122
2017-04-03,0.955592622872254,0.9987491744631545
2017-04-04,0.9526986142280195,0.9957393636264413
2017-04-05,0.9541170688794621,0.9972364933310813
2017-04-06,0.9552716269032522,0.9984559799842225
2017-04-09,0.9542469893537212,0.9974019451063102
2017-04-10,0.9603936141979832,1.003846659218833
2017-04-11,0.9612751979280698,1.005103142038997
2017-04-12,0.9639519308449014,1.0079185061420852
2017-04-16,0.964842329373165,1.0088568704944476
2017-04-17,0.9653962166015815,1.009454521346908
2017-04-18,0.9625245488332211,1.006474083460485
2017-04-19,0.9626230239103355,1.0065893750123112
2017-04-20,0.9640318578486562,1.0080875375898446
2017-04-23,0.9607955436425736,1.0047146454972977
2017-04-24,0.9578389368932086,1.0016490633280548
2017-04-25,0.9527277000464011,1.000779352865398
2017-04-26,0.9484063785419841,1.000779352865398
2017-04-27,0.9490495896468368,1.0014822664215197
2017-04-30,0.9453728397516363,0.9976256762053742
2017-05-01,0.9457623791092201,0.9980933623894663
2017-05-02,0.9433556361440971,0.9955781347612013
2017-05-03,0.9375839382347183,0.9894893637659059
2017-05-04,0.932648313828477,0.988967247891984
2017-05-07,0.932648313828477,0.988967247891984
2017-05-08,0.932648313828477,0.988967247891984
2017-05-09,0.932648313828477,0.988967247891984
2017-05-10,0.932648313828477,0.988967247891984
2017-05-11,0.932648313828477,0.988967247891984
2017-05-14,0.932648313828477,0.988967247891984
2017-05-15,0.932648313828477,0.988967247891984
2017-05-16,0.932648313828477,0.988967247891984
2017-05-17,0.9292996045885056,0.988967247891984
2017-05-18,0.92947884933816,0.9891673947186885
