date,close,high,low,r,ema_log,slope,p_trend,momentum,p_bull,p_bear,eligible_to_enter,regime,atr,ewma_sigma2_next,w_vol,f_tilde,w_raw,w_target,w_exec,P_hat_exec,fill_error_ret,net_ret_ftf,gross_ret,turnover,cost_lin,cost_imp,net_ret,alpha_ret,anchor,equity,drawdown
2016-01-07,1097.9,1113.1,1091.8,-0.008936631160859188,6.984739247328248,0.001047784845475519,0.5535238685011118,0.0,0.3321143211006671,0.6678856788993329,0.0,bear,13.97142857142858,0.0001021655729284995,0.934843044836581,3.568364576990685,0.0,0.0,0.0,1080.7160553091126,0.015651648320327456,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,2015-08-03,1.0964301541264945,-0.05886714624609091
2016-01-10,1096.2,1108.3,1093.1,-0.0015484106020585697,6.985631188445274,0.0008919411170262848,0.5411261316516506,0.0,0.3246756789909903,0.6753243210090096,0.0,bear,13.528571428571436,9.617949307634356e-05,0.9634956245990587,3.568364576990685,0.0,0.0,0.0,1081.1569883100271,0.013722871455913964,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,2015-08-03,1.0964301541264945,-0.05886714624609091
2016-01-11,1085.2,1099.1,1083.1,-0.010034665207078963,6.9858644919856445,0.00023330354037032208,0.48872995609937336,0.0,0.293237973659624,0.706762026340376,0.0,bear,13.364285714285709,9.645039384085262e-05,0.9621415853618929,3.568364576990685,0.0,0.0,0.0,1081.953118124355,0.002991966343204161,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,2015-08-03,1.0964301541264945,-0.05886714624609091
2016-01-12,1087.1,1095.6,1079.4,0.0017508293402137554,6.9861887552191035,0.0003242632334590212,0.49596601461801176,0.0,0.297579608770807,0.702420391229193,0.0,bear,13.84999999999999,9.084729441311466e-05,0.9913682131953596,3.568364576990685,0.0,0.0,0.0,1081.4930244912284,0.00515773664683238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-03,1.0964301541264945,-0.05886714624609091
2016-01-13,1073.6,1095.4,1071.1,-0.01241836077637748,6.985743795879002,-0.00044495934010146954,0.4347725412548867,0.0,0.260863524752932,0.7391364752470679,0.0,bear,15.064285714285704,9.464939781066403e-05,0.97125230182717,3.568364576990685,0.0,0.0,0.0,1081.9421784329525,-0.007770285425626439,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,2015-08-03,1.0964301541264945,-0.05886714624609091
2016-01-14,1090.7,1097.5,1076.0,0.015927719821162478,6.986273666382344,0.000529870503341634,0.512322558777382,0.0,0.30739353526642915,0.6926064647335708,0.0,bear,16.178571428571427,0.00010419196946411132,0.9257076762288914,3.568364576990685,0.0,0.0,0.0,1080.6293010055758,0.009233243783280656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-03,1.0964301541264945,-0.05886714624609091
2016-01-17,1089.1,1094.5,1082.1,-0.0014669478316678974,6.9866836631643014,0.00040999678195774436,0.5027863209853863,0.0,0.3016717925912318,0.6983282074087682,0.0,bear,16.29285714285715,9.806956745271474e-05,0.9541658276966581,3.568364576990685,0.0,0.0,0.0,1082.2565482422615,0.006283584388704817,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,2015-08-03,1.0964301541264945,-0.05886714624609091
2016-01-19,1106.2,1109.9,1087.1,0.015701037553943697,6.988003803228078,0.0013201400637763427,0.5751903696793809,1.0,0.7451142218076285,0.25488577819237146,1.0,bull,17.35714285714289,0.00010697674822177288,0.913579387741431,3.568364576990685,1.5981370420928218,1.5981370420928218,0.0,1082.5705813762877,0.021360891903554814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-03,1.0964301541264945,-0.05886714624609091
2016-01-20,1098.2,1106.2,1092.5,-0.007231965286566666,6.98880924032508,0.0008054370970018709,0.5342445324538198,1.0,0.7205467194722919,0.2794532805277081,1.0,bull,17.407142857142894,0.00010369622264283283,0.9279178312412502,3.568364576990685,1.4605261519165225,1.4605261519165225,1.5981370420928218,1084.9877149588142,0.012030855073015698,0.019226955140236725,-0.0,1.5981370420928218,0.0,0.0,-0.0,0.019226955140236725,2015-08-03,1.1175111675142873,-0.040772027085961726
2016-01-21,1096.3,1103.5,1094.4,-0.0017301038062285112,6.989462455066405,0.0006532147413249589,0.5221348843655286,1.0,0.7132809306193171,0.2867190693806829,1.0,bull,17.61428571428574,9.765404483508243e-05,0.9561936833800573,3.568364576990685,1.455449404116975,1.455449404116975,1.4605261519165225,1085.3032037778917,0.010030827530884136,-0.004145294085129462,-0.0027649429793995656,0.13761089017629935,0.0,0.0,-0.0027649429793995656,-0.0013803511057298968,2015-08-03,1.1128787550815242,-0.04474830912837291
